Identifier	Synonym
Cre10.g431350	TGL16
Cre10.g440850	GPX4
Cre10.g449050	
Cre10.g452600	
Cre10.g425200	
Cre10.g455000	
Cre10.g435300	AAP1
Cre10.g464776	
Cre10.g432550	KCN2
Cre10.g438750	
Cre10.g463650	
Cre10.g439500	
Cre10.g425850	
Cre10.g465250	RSP11
Cre10.g440000	RAA8
Cre10.g419450	
Cre10.g466400	
Cre10.g418450	
Cre10.g435950	OPR47
Cre10.g450350	IFT25
Cre10.g429050	
Cre10.g430100	ELG22
Cre10.g420561	
Cre10.g426800	
Cre10.g420500	
Cre10.g433400	
Cre10.g420100	DNJ35
Cre10.g418750	
Cre10.g462550	
Cre10.g420200	PHC55
Cre10.g434967	
Cre10.g434550	
Cre10.g429550	MRPS16
Cre10.g442400	
Cre10.g466600	
Cre10.g423200	
Cre10.g446750	
Cre10.g461575	
Cre10.g427300	RSP2
Cre10.g426700	CYP739A4
Cre10.g439150	RPT5
Cre10.g443100	
Cre10.g434726	
Cre10.g458300	
Cre10.g445952	
Cre10.g449501	
Cre10.g444900	MFT4
Cre10.g448200	ARL9
Cre10.g455650	
Cre10.g455231	CSR4
Cre10.g425000	
Cre10.g461851	
Cre10.g433900	
Cre10.g453900	CYN71
Cre10.g434001	
Cre10.g463150	
Cre10.g447550	
Cre10.g432800	RPSA
Cre10.g420650	
Cre10.g426050	TSP1
Cre10.g460850	
Cre10.g442450	
Cre10.g457700	
Cre10.g463300	
Cre10.g441500	
Cre10.g437800	
Cre10.g455950	FAP407
Cre10.g431400	TRZ1
Cre10.g466900	
Cre10.g434900	
Cre10.g459650	
Cre10.g433476	
Cre10.g461250	
Cre10.g426550	
Cre10.g418050	
Cre10.g457262	
Cre10.g461200	
Cre10.g443300	CNK5
Cre10.g453000	
Cre10.g454850	
Cre10.g448100	
Cre10.g443750	
Cre10.g419750	RPB3
Cre10.g420750	RPL30
Cre10.g457550	ATG18
Cre10.g449600	SPR1
Cre10.g428550	
Cre10.g462850	
Cre10.g437500	TOM7
Cre10.g436050	FSD1
Cre10.g456900	
Cre10.g430600	
Cre10.g458800	SRR31
Cre10.g424300	KIN16-1
Cre10.g466250	PRP20
Cre10.g430450	
Cre10.g450750	
Cre10.g449800	
Cre10.g436600	
Cre10.g418976	
Cre10.g460350	PGA4
Cre10.g446350	CGLD14
Cre10.g460150	ERM9
Cre10.g435450	CPL2
Cre10.g448500	
Cre10.g440600	
Cre10.g436900	TAM41
Cre10.g457228	
Cre10.g456200	RPS24
Cre10.g451950	AAT1
Cre10.g436350	SHKF1
Cre10.g424150	TF2A4
Cre10.g464037	
Cre10.g425300	
Cre10.g432650	
Cre10.g435750	
Cre10.g433000	TSG2
Cre10.g453728	
Cre10.g443550	
Cre10.g437900	
Cre10.g458216	
Cre10.g419650	
Cre10.g420000	
Cre10.g432100	
Cre10.g417741	
Cre10.g466175	
Cre10.g429000	
Cre10.g460050	FLU
Cre10.g454300	
Cre10.g422300	PRX6
Cre10.g418550	
Cre10.g445201	
Cre10.g454200	
Cre10.g430850	
Cre10.g437050	ATP11
Cre10.g434450	NUOA9
Cre10.g419550	
Cre10.g430000	
Cre10.g447100	
Cre10.g463355	
Cre10.g444317	
Cre10.g437850	
Cre10.g437201	
Cre10.g444700	SBE3
Cre10.g452050	LHCA4
Cre10.g429800	COQ8
Cre10.g464500	PDO1
Cre10.g433200	XUV3
Cre10.g439600	
Cre10.g426900	
Cre10.g445467	
Cre10.g425100	
Cre10.g435200	
Cre10.g428300	
Cre10.g466700	
Cre10.g462400	
Cre10.g446200	
Cre10.g455150	
Cre10.g438250	LAT2
Cre10.g456700	EJC1
Cre10.g424650	
Cre10.g432450	
Cre10.g450850	
Cre10.g465350	
Cre10.g437450	
Cre10.g420550	TSP4
Cre10.g435000	
Cre10.g439650	COG8
Cre10.g462450	
Cre10.g452450	TIC110
Cre10.g450400	NUO5
Cre10.g423800	
Cre10.g423250	MDN2
Cre10.g422550	
Cre10.g441600	OPR48
Cre10.g441900	FAP145
Cre10.g437350	MCP12
Cre10.g428678	GID1
Cre10.g458100	YEE1
Cre10.g429250	
Cre10.g422876	
Cre10.g464700	
Cre10.g421650	
Cre10.g456250	TRX25
Cre10.g422419	
Cre10.g429880	CGL156
Cre10.g431200	
Cre10.g452250	FAP41
Cre10.g440050	CSP41A
Cre10.g448150	
Cre10.g419300	
Cre10.g463968	
Cre10.g436053	
Cre10.g417950	
Cre10.g467000	IFT57
Cre10.g425950	
Cre10.g459850	
Cre10.g455850	MCM7
Cre10.g417576	
Cre10.g441750	
Cre10.g428433	
Cre10.g425750	
Cre10.g434800	
Cre10.g460750	
Cre10.g465500	
Cre10.g446600	
Cre10.g440150	
Cre10.g442650	
Cre10.g426450	
Cre10.g460300	PGM2
Cre10.g460650	CYN52
Cre10.g429150	PRT1
Cre10.g463550	
Cre10.g447250	
Cre10.g449901	
Cre10.g457331	
Cre10.g467100	
Cre10.g461450	
Cre10.g445800	
Cre10.g466150	
Cre10.g430750	
Cre10.g420850	
Cre10.g456400	DAT1
Cre10.g459151	
Cre10.g431500	
Cre10.g447225	
Cre10.g449400	
Cre10.g438500	FAP264
Cre10.g454734	LHCP2
Cre10.g421050	
Cre10.g433850	
Cre10.g447900	
Cre10.g433950	CURTL2
Cre10.g448950	
Cre10.g457150	
Cre10.g448400	
Cre10.g453600	
Cre10.g428950	
Cre10.g451500	SRR28A
Cre10.g459750	NUOA1
Cre10.g440750	TOP3
Cre10.g440500	
Cre10.g462050	PTK20
Cre10.g418300	
Cre10.g418900	
Cre10.g427650	
Cre10.g418200	
Cre10.g426152	MGL1
Cre10.g423400	
Cre10.g461550	
Cre04.g224450	
Cre04.g212100	
Cre04.g228700	
Cre04.g229800	
Cre04.g225200	FAP311
Cre04.g220387	CYP770A1
Cre04.g231418	
Cre04.g213652	
Cre04.g214433	
Cre04.g213250	
Cre04.g213152	
Cre04.g220750	
Cre04.g218300	
Cre04.g223375	
Cre04.g217975	
Cre04.g226001	
Cre04.g224947	
Cre04.g223550	
Cre04.g214504	
Cre04.g219851	
Cre04.g217932	PRPL35
Cre04.g226350	CSB23
Cre04.g217953	
Cre04.g226500	
Cre04.g223050	CAH2
Cre04.g227500	SRR18
Cre04.g232602	GRX4
Cre04.g222100	
Cre04.g219000	
Cre04.g224750	VAM1
Cre04.g215800	
Cre04.g217986	
Cre04.g227450	
Cre04.g220600	
Cre04.g212801	
Cre04.g224800	VAM4
Cre04.g226811	
Cre04.g225500	
Cre04.g217960	
Cre04.g217903	
Cre04.g217925	
Cre04.g217100	
Cre04.g215400	AKC3
Cre04.g222200	
Cre04.g223700	
Cre04.g228208	
Cre04.g211900	ELG37
Cre04.g229163	
Cre04.g233003	
Cre04.g226650	
Cre04.g214351	
Cre04.g233302	
Cre04.g215702	
Cre04.g217943	
Cre04.g211800	RPL23
Cre04.g228900	
Cre04.g217910	
Cre04.g229472	CSB25
Cre04.g218700	INFA
Cre04.g217987	
Cre04.g219600	
Cre04.g212401	
Cre04.g216650	
Cre04.g229750	
Cre04.g229536	
Cre04.g221550	
Cre04.g229776	
Cre04.g216600	RPT6
Cre04.g221100	
Cre04.g228100	
Cre04.g220350	ATPVA3
Cre04.g218250	FAP313
Cre04.g231320	
Cre04.g213985	
Cre04.g229398	
Cre04.g218500	
Cre04.g227800	
Cre04.g217931	PFH14
Cre04.g225450	FDX10
Cre04.g224500	
Cre04.g224700	NRT1.1
Cre04.g227350	CCR4
Cre04.g224867	
Cre04.g218750	THB4
Cre04.g226700	
Cre04.g218950	
Cre04.g214503	
Cre04.g218350	
Cre04.g222150	
Cre04.g219800	
Cre04.g219576	
Cre04.g213150	
Cre04.g226450	PRP17
Cre04.g212800	
Cre04.g226926	
Cre04.g215750	
Cre04.g214750	VMP7
Cre04.g219925	
Cre04.g217979	
Cre04.g217904	
Cre04.g214550	
Cre04.g214150	THI4
Cre04.g217989	
Cre04.g215350	
Cre04.g223750	
Cre04.g221301	CYCD5
Cre04.g219950	
Cre04.g212700	
Cre04.g225650	
Cre04.g224826	
Cre04.g225950	
Cre04.g215700	
Cre04.g221250	
Cre04.g222550	
Cre04.g217050	
Cre04.g218000	
Cre04.g232202	
Cre04.g217909	
Cre04.g220550	
Cre04.g229494	
Cre04.g228250	CSB24
Cre04.g211650	
Cre04.g217917	
Cre04.g230242	MOT40
Cre04.g222500	
Cre04.g217974	
Cre04.g222450	
Cre04.g217929	
Cre04.g229700	UGP1
Cre04.g230536	SRR25
Cre04.g225100	
Cre04.g229374	
Cre04.g218450	
Cre04.g223150	NCL1
Cre04.g220787	
Cre04.g228050	
Cre04.g231222	CPN60A
Cre04.g225750	
Cre04.g229948	
Cre04.g224883	
Cre04.g212850	
Cre04.g224550	
Cre04.g229250	
Cre04.g230634	
Cre04.g217937	
Cre04.g232402	
Cre04.g217965	
Cre04.g213400	SUB7
Cre04.g216000	
Cre04.g214500	IDH3
Cre04.g223300	CCP1
Cre04.g211600	SNF1
Cre04.g228450	CPL10
Cre04.g216050	
Cre04.g225700	
Cre04.g217907	
Cre04.g220461	
Cre04.g213050	
Cre04.g227550	
Cre04.g222650	
Cre04.g227750	
Cre04.g219700	BBS9
Cre04.g229350	
Cre04.g217400	
Cre04.g219796	
Cre04.g227200	
Cre04.g224150	
Cre04.g216902	DAW1
Cre04.g221700	COX3
Cre04.g228750	
Cre04.g217951	LCI33
Cre04.g217952	
Cre04.g223250	LCIE
Cre04.g218900	
Cre04.g217921	COPB1
Cre04.g217946	
Cre04.g220100	
Cre04.g216700	PHO5
Cre04.g217981	
Cre04.g214200	
Cre04.g216203	FAP339
Cre04.g213873	
Cre04.g217912	
Cre04.g217967	
Cre04.g231908	
Cre04.g212150	
Cre04.g213750	
Cre04.g214800	VMP6
Cre04.g217961	
Cre04.g217000	
Cre04.g219150	
Cre04.g218200	
Cre04.g225350	
Cre04.g217750	
Cre04.g219250	IFT52
Cre04.g225050	
Cre04.g217988	
Cre04.g226138	
Cre04.g215250	FAP26
Cre04.g221750	
Cre04.g215100	
Cre04.g221950	
Cre04.g223500	
Cre04.g219650	
Cre04.g223000	HLM9
Cre04.g217968	
Cre04.g217200	
Cre04.g224200	
Cre04.g217949	AXL6
Cre04.g217918	
Cre04.g220424	
Cre04.g220500	
Cre04.g217984	
Cre04.g218600	
Cre04.g217300	
Cre04.g230732	CSR2
Cre04.g216976	
Cre04.g226301	
Cre04.g216200	
Cre04.g213900	
Cre04.g218400	
Cre04.g213100	CGLD7
Cre04.g225600	CGL104
Cre04.g229226	
Cre04.g212900	
Cre04.g217450	
Cre04.g229518	
Cre04.g226550	ARS11
Cre04.g217959	PSP1
Cre04.g221650	TOP4
Cre04.g228500	
Cre04.g213450	VPS2A
Cre04.g222600	PHC46
Cre04.g226600	ARS12
Cre04.g221400	
Cre04.g223800	
Cre04.g225400	
Cre04.g228150	FAE1
Cre04.g211599	
Cre04.g228000	
Cre04.g229050	
Cre04.g213002	
Cre04.g212200	
Cre04.g217650	
Cre04.g214000	
Cre04.g226900	
Cre04.g225301	
Cre04.g214505	
Cre04.g211700	
Cre04.g215200	
Cre04.g217966	
Cre04.g229100	
Cre04.g220700	ALK2
Cre04.g217980	
Cre04.g232006	
Cre04.g224899	
Cre04.g226114	
Cre04.g217908	FAP79
Cre04.g233102	
Cre04.g213800	
Cre04.g217962	LCI12
Cre04.g217800	
Cre04.g217922	
Cre04.g214801	
Cre04.g221900	
Cre04.g232902	
Cre04.g213904	
Cre04.g218650	UCP3
Cre04.g217150	
Cre04.g217911	
Cre04.g231810	
Cre04.g215650	
Cre04.g226126	
Cre04.g218150	
Cre04.g227700	
Cre04.g219787	
Cre04.g214209	
Cre04.g217969	
Cre04.g224667	
Cre04.g217915	NAR1.3
Cre04.g230830	
Cre04.g225800	CPLD71
Cre04.g220050	
Cre04.g211950	ELG32
Cre04.g212000	
Cre04.g217500	URN3
Cre04.g223540	CSB22
Cre04.g217920	
Cre04.g222850	
Cre04.g226200	
Cre04.g233202	
Cre04.g224250	FAP147
Cre04.g215952	
Cre04.g222300	
Cre04.g212300	
Cre04.g219200	CPL19
Cre04.g231026	SRP43
Cre04.g217240	
Cre04.g229000	IPK1
Cre04.g216250	FAP276
Cre04.g212250	
Cre04.g217957	
Cre04.g220850	
Cre04.g226226	
Cre04.g223200	
Cre04.g216102	
Cre04.g227950	
Cre04.g217971	
Cre04.g228350	DLA4
Cre04.g214600	
Cre04.g212500	CGL42
Cre04.g217939	FAD5C
Cre04.g219350	
Cre04.g221350	
Cre04.g224915	
Cre04.g217700	
Cre04.g224683	
Cre04.g212550	TTL7
Cre04.g215150	SSS1
Cre04.g222750	CCP2
Cre04.g230928	
Cre04.g214900	
Cre04.g220200	
Cre04.g230144	SPT1
Cre04.g216774	
Cre04.g220576	
Cre04.g217948	
Cre04.g214612	
Cre04.g227650	
Cre04.g217958	
Cre04.g227000	MLH2
Cre04.g227251	
Cre04.g228550	
Cre04.g231124	
Cre04.g214097	
Cre04.g220800	
Cre04.g215050	CHYB
Cre04.g216875	
Cre04.g213905	
Cre04.g217916	
Cre04.g217905	
Cre04.g224931	
Cre04.g220900	
Cre04.g223850	HEL23
Cre04.g218100	FAP25
Cre04.g223100	CAH1
Cre04.g215600	
Cre04.g229850	
Cre04.g217850	
Cre04.g227526	
Cre04.g224850	
Cre04.g224300	CGL84
Cre04.g215950	CYN57
Cre04.g232303	
Cre04.g228950	
Cre04.g214690	
Cre04.g216300	
Cre04.g217935	
Cre04.g217919	
Cre04.g213950	SRR23
Cre04.g217906	
Cre04.g217550	EIF3C
Cre04.g220768	
Cre04.g221500	
Cre04.g212350	
Cre04.g221850	
Cre04.g213000	
Cre04.g217923	
Cre04.g223600	
Cre04.g228400	WRK1
Cre04.g217990	
Cre04.g212450	
Cre04.g225776	
Cre04.g215550	
Cre04.g229026	
Cre04.g216950	
Cre04.g217913	MCP19
Cre04.g216100	
Cre04.g226800	
Cre04.g220150	
Cre04.g217945	
Cre04.g229550	SRR15
Cre04.g228600	
Cre04.g217220	
Cre04.g217942	
Cre04.g227301	
Cre04.g214545	
Cre04.g221000	
Cre04.g214502	UGE
Cre04.g217938	
Cre04.g217940	
Cre04.g222250	
Cre04.g225176	
Cre04.g226950	
Cre04.g227600	
Cre04.g213650	
Cre04.g226150	AOC1
Cre04.g224650	FAP296
Cre04.g218550	
Cre04.g217928	
Cre04.g227050	
Cre04.g231712	
Cre04.g217976	
Cre04.g223876	
Cre04.g214850	
Cre04.g217350	KUP4
Cre04.g218050	RWP8
Cre04.g222000	
Cre04.g211850	ELIP5
Cre04.g227900	PF20
Cre04.g217991	
Cre04.g213300	
Cre04.g219300	
Cre04.g232702	
Cre04.g216840	
Cre04.g216737	
Cre04.g220300	
Cre04.g213350	
Cre04.g215850	IPA1
Cre04.g224600	
Cre04.g219750	HEL22
Cre04.g226250	
Cre04.g216550	
Cre04.g224350	MOT55
Cre04.g232802	
Cre04.g225150	
Cre04.g228650	
Cre04.g218800	THB3
Cre04.g215000	BKT1
Cre04.g219100	
Cre04.g230340	FAP206
Cre04.g221800	
Cre04.g220825	
Cre04.g218526	
Cre04.g218850	
Cre04.g212400	UBC15
Cre04.g221150	
Cre04.g220633	
Cre04.g216350	CPLD3
Cre04.g217924	
Cre04.g225900	VAMP72
Cre04.g214100	SIRB
Cre04.g214657	
Cre04.g222950	SUR2
Cre04.g228925	
Cre04.g228625	
Cre04.g217978	
Cre04.g217934	
Cre04.g217950	
Cre04.g217941	
Cre04.g228800	
Cre04.g212650	
Cre04.g222402	
Cre04.g219550	
Cre04.g214501	PNP1
Cre04.g214350	POLA1
Cre04.g215500	
Cre04.g226100	
Cre04.g219450	
Cre04.g229422	
Cre04.g217985	
Cre04.g217956	
Cre04.g214700	
Cre04.g220000	
Cre04.g229650	ADH10
Cre04.g213751	
Cre04.g220076	
Cre04.g217900	
Cre04.g217977	CSU3
Cre04.g219725	
Cre04.g217973	
Cre04.g231614	
Cre04.g217963	
Cre04.g216811	
Cre04.g221450	PHC54
Cre04.g216826	
Cre04.g220950	
Cre04.g226750	
Cre04.g223400	
Cre04.g216150	
Cre04.g226400	
Cre04.g223900	
Cre04.g217930	
Cre04.g232502	
Cre04.g219050	SRR10
Cre04.g217936	
Cre04.g217982	
Cre04.g217927	
Cre04.g227568	
Cre04.g223350	CYG62
Cre04.g224400	
Cre04.g219400	
Cre04.g213251	
Cre04.g214050	SULTR4
Cre04.g226850	ASP1
Cre04.g222050	
Cre04.g217964	
Cre04.g229300	RCA1
Cre04.g227850	
Cre04.g226050	ARS10
Cre04.g228675	
Cre04.g225250	
Cre04.g226176	
Cre04.g213500	
Cre04.g232104	LHCBM3
Cre04.g223650	FAP30
Cre04.g217926	
Cre04.g225000	
Cre04.g223225	
Cre04.g219900	
Cre04.g230438	
Cre04.g217970	
Cre04.g219500	DNJ30
Cre04.g225850	VAM3
Cre04.g220250	
Cre04.g222800	LCID
Cre04.g215001	
Cre04.g214250	AGO2
Cre04.g221200	CGL109
Cre04.g221770	
Cre04.g217914	FAP57
Cre04.g212600	
Cre04.g213761	
Cre04.g221600	
Cre04.g224002	
Cre04.g217947	
Cre04.g215450	
Cre04.g228850	
Cre04.g217933	
Cre04.g230046	
Cre04.g211750	
Cre04.g217955	
Cre04.g222350	
Cre04.g217954	
Cre04.g217944	
Cre04.g214769	
Cre04.g217972	
Cre04.g228300	
Cre04.g224100	URN2
Cre04.g212050	
Cre04.g222700	
Cre04.g216204	
Cre04.g216850	TUA2
Cre04.g216500	
Cre04.g214650	GSL1
Cre04.g229450	
Cre04.g221050	
Cre04.g223450	
Cre04.g217983	
Cre04.g231516	
Cre04.g214321	
Cre04.g227400	FRE1
Cre04.g215900	
Cre21.g752947	
Cre21.g753297	
Cre21.g752397	
Cre21.g753097	
Cre21.g752997	
Cre21.g752247	
Cre21.g751947	
Cre21.g752147	
Cre21.g752197	
Cre21.g752597	
Cre21.g752847	
Cre21.g752447	
Cre21.g751897	
Cre21.g752547	
Cre21.g753147	
Cre21.g752497	
Cre21.g753247	
Cre21.g752897	
Cre21.g752647	
Cre21.g753197	
Cre21.g752797	
Cre21.g752297	
Cre21.g753047	
Cre21.g752347	
Cre21.g751847	
Cre21.g752697	
Cre21.g752747	
Cre21.g752097	
Cre21.g751997	
Cre21.g752047	
Cre12.g511400	PPR4
Cre12.g526131	
Cre12.g498950	
Cre12.g497350	PPR13
Cre12.g500850	
Cre12.g544752	
Cre12.g546300	
Cre12.g521450	CLPP2
Cre12.g497652	
Cre12.g505750	RPB9
Cre12.g543303	CGLD6
Cre12.g554300	NSS6
Cre12.g528200	
Cre12.g513400	EBG1
Cre12.g542450	
Cre12.g526326	
Cre12.g526883	
Cre12.g511650	
Cre12.g507700	
Cre12.g509050	PSBP3
Cre12.g486850	
Cre12.g487850	CGL49
Cre12.g559553	
Cre12.g508750	LHCA2
Cre12.g510800	CHLI2
Cre12.g547450	VPS9
Cre12.g544327	
Cre12.g552350	
Cre12.g560668	
Cre12.g532550	RPL13A
Cre12.g538700	CPLD62
Cre12.g537300	
Cre12.g516750	
Cre12.g525400	PTK15
Cre12.g512950	CIT1
Cre12.g494400	MNP2
Cre12.g556911	
Cre12.g540927	
Cre12.g510100	ATG4
Cre12.g544450	CSE20
Cre12.g517600	
Cre12.g555100	
Cre12.g517950	
Cre12.g539200	
Cre12.g525500	GCP2
Cre12.g561601	
Cre12.g500000	
Cre12.g500100	
Cre12.g492050	
Cre12.g516700	
Cre12.g517800	
Cre12.g498550	CHLM
Cre12.g544110	
Cre12.g487750	
Cre12.g538750	LSM1
Cre12.g537371	
Cre12.g511700	
Cre12.g553252	
Cre12.g495950	
Cre12.g503000	GPT3
Cre12.g503450	
Cre12.g551500	DNJ14
Cre12.g542850	ARD1
Cre12.g523800	
Cre12.g502100	
Cre12.g553950	
Cre12.g548702	
Cre12.g520550	TRN1
Cre12.g550850	PSBP1
Cre12.g558352	
Cre12.g505400	
Cre12.g519180	EFT1a
Cre12.g530200	
Cre12.g492300	NUO10
Cre12.g557450	
Cre12.g513300	CGL23
Cre12.g516333	
Cre12.g531100	PBA2
Cre12.g506400	
Cre12.g544802	
Cre12.g555350	RER1
Cre12.g487601	
Cre12.g554100	
Cre12.g535550	
Cre12.g549852	
Cre12.g488600	
Cre12.g536050	ALA1
Cre12.g508550	PAN2
Cre12.g546450	
Cre12.g535300	
Cre12.g530500	
Cre12.g552150	
Cre12.g537150	
Cre12.g519900	
Cre12.g553678	
Cre12.g486650	
Cre12.g502350	HEL50
Cre12.g494450	PRPS16
Cre12.g504302	
Cre12.g530934	
Cre12.g546800	PHC53
Cre12.g548250	
Cre12.g541550	
Cre12.g537800	RPL7
Cre12.g514600	
Cre12.g513701	
Cre12.g533500	
Cre12.g509850	MLT1
Cre12.g495850	HBD1
Cre12.g539202	
Cre12.g518150	
Cre12.g514200	
Cre12.g523550	UMM11
Cre12.g534250	
Cre12.g493400	SMC4
Cre12.g518300	
Cre12.g557928	
Cre12.g531400	NPHP4
Cre12.g527450	CAM17
Cre12.g526515	
Cre12.g534750	
Cre12.g539900	
Cre12.g527500	
Cre12.g559350	
Cre12.g501717	
Cre12.g534450	CGL86
Cre12.g518350	CYG18
Cre12.g521900	
Cre12.g484750	
Cre12.g531550	EIF5B3
Cre12.g557050	YGG2
Cre12.g495550	FAP385
Cre12.g489600	
Cre12.g533000	PHR1
Cre12.g498000	
Cre12.g536650	
Cre12.g535650	
Cre12.g523276	
Cre12.g527750	DLT2
Cre12.g487350	CEP19
Cre12.g545900	
Cre12.g484834	
Cre12.g485900	
Cre12.g502600	SLT1
Cre12.g532450	
Cre12.g532000	
Cre12.g560450	
Cre12.g540480	
Cre12.g514700	
Cre12.g547950	
Cre12.g492700	FAS1
Cre12.g504900	
Cre12.g507300	LCI30
Cre12.g554600	CGL146
Cre12.g534300	
Cre12.g512300	
Cre12.g517100	
Cre12.g509400	RIR2L
Cre12.g500300	
Cre12.g513800	
Cre12.g528614	tnp31
Cre12.g547400	
Cre12.g501850	FFT1
Cre12.g552900	DOI1
Cre12.g560000	
Cre12.g489750	FAP52
Cre12.g528350	
Cre12.g556350	
Cre12.g556200	
Cre12.g553702	
Cre12.g495175	
Cre12.g543700	tnp32
Cre12.g534350	HCD2
Cre12.g502900	
Cre12.g509500	
Cre12.g490500	CGL78
Cre12.g524750	
Cre12.g551552	PHC60
Cre12.g545450	
Cre12.g515350	
Cre12.g526220	
Cre12.g552600	
Cre12.g525300	
Cre12.g522050	
Cre12.g541211	
Cre12.g560500	
Cre12.g506750	PHC41
Cre12.g515050	
Cre12.g524450	PTP3
Cre12.g491150	VPS55
Cre12.g522600	CYC2
Cre12.g522750	
Cre12.g493250	FAP358
Cre12.g489950	
Cre12.g507950	CGL98
Cre12.g491250	
Cre12.g544900	
Cre12.g529751	
Cre12.g486207	
Cre12.g529301	
Cre12.g545101	XDH1
Cre12.g524200	SPC25
Cre12.g494950	
Cre12.g525750	
Cre12.g494200	
Cre12.g487100	TSM2
Cre12.g526000	
Cre12.g550152	
Cre12.g486000	
Cre12.g540700	
Cre12.g543450	RBX1
Cre12.g500350	
Cre12.g485400	
Cre12.g505000	
Cre12.g499800	
Cre12.g511902	
Cre12.g507800	
Cre12.g538350	FTX1
Cre12.g492851	EBM7
Cre12.g490850	
Cre12.g549650	
Cre12.g561150	
Cre12.g559800	
Cre12.g507200	
Cre12.g519000	ASB2
Cre12.g496650	
Cre12.g551001	
Cre12.g519401	
Cre12.g486750	
Cre12.g497101	
Cre12.g522550	FLA8
Cre12.g545300	
Cre12.g483600	
Cre12.g559600	
Cre12.g495959	
Cre12.g485300	CSV6
Cre12.g498800	
Cre12.g527150	
Cre12.g541904	
Cre12.g539203	
Cre12.g552450	
Cre12.g501600	
Cre12.g504650	HTR15
Cre12.g490600	
Cre12.g494750	PRPS20
Cre12.g546600	FEA2
Cre12.g555950	DHC11
Cre12.g516100	
Cre12.g553250	PFK2
Cre12.g533600	
Cre12.g537450	COX13
Cre12.g535476	
Cre12.g498350	SRE1
Cre12.g513500	XAB2
Cre12.g532650	
Cre12.g549250	
Cre12.g525600	
Cre12.g540900	
Cre12.g487050	
Cre12.g544112	
Cre12.g558300	
Cre12.g538850	
Cre12.g544150	CYN20-2
Cre12.g535201	
Cre12.g497700	SNE8
Cre12.g501351	
Cre12.g542950	CGL137
Cre12.g551050	
Cre12.g523832	
Cre12.g513000	GTR17
Cre12.g509750	MPPA2
Cre12.g510950	
Cre12.g524900	
Cre12.g505700	
Cre12.g545700	
Cre12.g503600	
Cre12.g531900	FLVA
Cre12.g510900	HSLU1
Cre12.g484450	
Cre12.g549300	MIP1
Cre12.g485500	
Cre12.g486100	CLPP5
Cre12.g533650	
Cre12.g541777	CGL95
Cre12.g486400	
Cre12.g517700	NYC1
Cre12.g549700	
Cre12.g507600	
Cre12.g527000	
Cre12.g508250	
Cre12.g485800	FTSH1
Cre12.g484200	GGPS
Cre12.g530400	IRT1
Cre12.g523650	HLM19
Cre12.g551650	
Cre12.g488450	VSP3
Cre12.g546250	SRP9
Cre12.g490200	
Cre12.g529000	
Cre12.g550553	
Cre12.g561550	CDS1
Cre12.g514750	CIS1
Cre12.g537050	
Cre12.g550600	
Cre12.g555378	
Cre12.g511952	
Cre12.g534650	
Cre12.g545619	
Cre12.g544700	PUF3
Cre12.g489450	
Cre12.g541450	
Cre12.g500950	CLPP4
Cre12.g487652	
Cre12.g512788	
Cre12.g500750	CSB45
Cre12.g554700	SEC22
Cre12.g513200	PGH1
Cre12.g537700	
Cre12.g493903	CSC7
Cre12.g543000	
Cre12.g545602	
Cre12.g555450	PMK
Cre12.g484950	
Cre12.g547350	CYG31
Cre12.g487000	CSV8
Cre12.g494550	RNP10
Cre12.g506550	
Cre12.g542400	
Cre12.g486900	
Cre12.g503950	
Cre12.g503800	
Cre12.g534550	PHR4
Cre12.g516851	
Cre12.g539800	
Cre12.g502450	ELG8
Cre12.g506000	DIC2
Cre12.g541851	
Cre12.g515650	EIF3K
Cre12.g522900	LYR4
Cre12.g499205	
Cre12.g535800	
Cre12.g529700	FAP401
Cre12.g523340	
Cre12.g540550	
Cre12.g554528	PPR10
Cre12.g498100	EIF3E
Cre12.g533150	
Cre12.g515900	TOPBP1
Cre12.g502678	
Cre12.g531283	
Cre12.g495450	
Cre12.g560950	PSAG
Cre12.g551502	
Cre12.g541250	NAR1.5
Cre12.g558400	
Cre12.g522850	HEL55
Cre12.g560900	AOF7
Cre12.g534900	
Cre12.g526210	
Cre12.g484550	
Cre12.g510500	
Cre12.g519500	CAX1
Cre12.g552952	
Cre12.g531200	FOX2
Cre12.g506900	
Cre12.g514950	CGLD17
Cre12.g487950	
Cre12.g552550	
Cre12.g546900	
Cre12.g490300	MSD4
Cre12.g504200	RPS23
Cre12.g549950	
Cre12.g539150	
Cre12.g517500	
Cre12.g558526	
Cre12.g519100	ACC1
Cre12.g501950	
Cre12.g556653	
Cre12.g548800	
Cre12.g507900	
Cre12.g517900	SECA1
Cre12.g528300	
Cre12.g536550	DIC1
Cre12.g544950	
Cre12.g558650	EIF2BD
Cre12.g557350	
Cre12.g494252	
Cre12.g498900	RPS7
Cre12.g520072	
Cre12.g491950	
Cre12.g546550	FEA1
Cre12.g534850	
Cre12.g545150	
Cre12.g556450	
Cre12.g523900	
Cre12.g546950	
Cre12.g553600	
Cre12.g484050	RPL36
Cre12.g485600	
Cre12.g517350	LSD1
Cre12.g499902	
Cre12.g556950	
Cre12.g526339	
Cre12.g523150	PFD5
Cre12.g551350	LAO2
Cre12.g497450	
Cre12.g526603	
Cre12.g515250	ROC7
Cre12.g529600	RPA1
Cre12.g487450	
Cre12.g529950	EIF4G1
Cre12.g491952	
Cre12.g529550	ALK1
Cre12.g535100	
