Identifier	Synonym
Cre13.g572700	IFT144
Cre13.g571400	
Cre13.g579200	S6K1
Cre13.g566600	
Cre13.g590700	
Cre13.g603300	
Cre13.g567901	
Cre13.g581700	
Cre13.g568350	
Cre13.g562450	IPB3
Cre13.g565311	
Cre13.g583400	OPR57
Cre13.g602650	
Cre13.g575101	
Cre13.g604600	
Cre13.g573650	SRS5
Cre13.g588850	
Cre13.g564500	FAP377
Cre13.g563200	HAD7
Cre13.g578700	
Cre13.g576950	
Cre13.g564250	EIF3A
Cre13.g572312	
Cre13.g586100	
Cre13.g579734	GLC1
Cre13.g605700	
Cre13.g604700	
Cre13.g585150	EIF6
Cre13.g575175	
Cre13.g582850	
Cre13.g588600	KIN1-1
Cre13.g582755	
Cre13.g606450	CSB55
Cre13.g603250	OPR61
Cre13.g585600	
Cre13.g572375	
Cre13.g605150	MSD2
Cre13.g589500	PTK9
Cre13.g587000	
Cre13.g590950	
Cre13.g566450	ROC104
Cre13.g573050	
Cre13.g580550	hlm20
Cre13.g580950	
Cre13.g588626	
Cre13.g578750	TBA1
Cre13.g583650	
Cre13.g570600	CTR1
Cre13.g579950	
Cre13.g565900	
Cre13.g586950	
Cre13.g589050	
Cre13.g591700	TTL15
Cre13.g570300	UBC24
Cre13.g565600	
Cre13.g575333	
Cre13.g592250	
Cre13.g576300	APH1
Cre13.g585900	LKHA4
Cre13.g565850	COPA1
Cre13.g571700	
Cre13.g591150	HTA22
Cre13.g580250	
Cre13.g598957	
Cre13.g587700	
Cre13.g566550	
Cre13.g569150	
Cre13.g574600	
Cre13.g563950	
Cre13.g565280	
Cre13.g567450	HON1
Cre13.g568500	
Cre13.g585700	
Cre13.g579566	
Cre13.g589150	
Cre13.g576200	
Cre13.g582201	
Cre13.g584750	smm46
Cre13.g579550	CGL27
Cre13.g583150	
Cre13.g583300	
Cre13.g592450	COPE1
Cre13.g602901	CNX2
Cre13.g561850	FRK2
Cre13.g565260	
Cre13.g569850	AMT4
Cre13.g564850	
Cre13.g571050	
Cre13.g562326	
Cre13.g565050	
Cre13.g576500	
Cre13.g567000	
Cre13.g582692	
Cre13.g590350	
Cre13.g572732	
Cre13.g574200	PAP2
Cre13.g592551	
Cre13.g578012	
Cre13.g566800	
Cre13.g568316	
Cre13.g562150	
Cre13.g606962	
Cre13.g584450	
Cre13.g587350	
Cre13.g591501	PUS2
Cre13.g583935	
Cre13.g585550	
Cre13.g596395	
Cre13.g577500	VTI1
Cre13.g577000	
Cre13.g571520	ANK12
Cre13.g565350	TTL11
Cre13.g605850	
Cre02.g117813	
Cre02.g105900	
Cre02.g104126	
Cre02.g145450	
Cre02.g082651	
Cre02.g080300	
Cre02.g098350	
Cre02.g073750	KLP1
Cre02.g107600	GAK
Cre02.g142606	
Cre02.g088650	
Cre02.g102600	
Cre02.g107213	
Cre02.g093202	
Cre02.g075250	
Cre02.g095500	
Cre02.g097227	
Cre02.g074650	
Cre02.g080550	PDE26
Cre02.g115450	CYG47
Cre02.g106600	RPS19
Cre02.g091450	
Cre02.g095060	
Cre02.g144350	RJL1
Cre02.g141346	
Cre02.g073176	CSB10
Cre02.g090400	
Cre02.g086500	PGM10
Cre02.g095850	
Cre02.g096350	DAO1
Cre02.g141004	
Cre02.g142350	
Cre02.g094450	PHC38
Cre02.g143267	
Cre02.g119484	
Cre02.g142486	
Cre02.g077200	
Cre02.g084150	
Cre02.g145630	
Cre02.g100700	
Cre02.g113809	
Cre02.g077250	
Cre02.g085100	CYG59
Cre02.g144850	CGLD26
Cre02.g142767	
Cre02.g100666	
Cre02.g095135	
Cre02.g114600	PRX2
Cre02.g084350	CGLD1
Cre02.g095110	FAP255
Cre02.g100150	
Cre02.g146500	DYRK1
Cre02.g104951	
Cre02.g108050	
Cre02.g144700	PTB5
Cre02.g097650	RPN6
Cre02.g109950	OHP1
Cre02.g112701	
Cre02.g146851	
Cre02.g077900	
Cre02.g077500	TRS23
Cre02.g143147	
Cre02.g114950	
Cre02.g141400	PCK1
Cre02.g108250	
Cre02.g106950	
Cre02.g102750	
Cre02.g111050	AMT7
Cre02.g075750	
Cre02.g118300	HEL12
Cre02.g092926	
Cre02.g102300	
Cre02.g086887	
Cre02.g088500	CPLD29
Cre02.g117410	
Cre02.g099400	ELG31
Cre02.g099700	
Cre02.g109126	
Cre02.g084750	
Cre02.g117100	
Cre02.g087633	
Cre02.g141850	
Cre02.g079100	
Cre02.g093900	
Cre02.g098300	
Cre02.g090550	ARS9
Cre02.g078500	
Cre02.g091750	
Cre02.g113500	
Cre02.g094850	
Cre02.g146250	NFS1
Cre02.g144100	ELG12
Cre02.g142000	UBC4
Cre02.g144008	
Cre02.g141766	
Cre02.g116750	ATP1A
Cre02.g095057	CSB13
Cre02.g077024	
Cre02.g119050	CER1
Cre02.g075350	CNK1
Cre02.g093401	
Cre02.g145650	
Cre02.g101000	URK1
Cre02.g113950	
Cre02.g100250	
Cre02.g146131	
Cre02.g115950	
Cre02.g111650	CGL8
Cre02.g116100	
Cre02.g142100	
Cre02.g105700	
Cre02.g077951	
Cre02.g092600	CPX2
Cre02.g103450	
Cre02.g085850	ARS6
Cre02.g083180	
Cre02.g101050	
Cre02.g095142	
Cre02.g089050	
Cre02.g092100	
Cre02.g073200	THD1
Cre02.g105400	CDC14
Cre02.g088350	
Cre02.g081000	EXN4
Cre02.g147900	PYK5
Cre02.g104350	PDI5
Cre02.g147300	
Cre02.g101550	
Cre02.g078966	FTSH9
Cre02.g086100	CGL40
Cre02.g084050	SEC62
Cre02.g145502	
Cre02.g114200	CSK3
Cre02.g079750	HKR1
Cre02.g080650	HSP90B
Cre02.g118200	
Cre02.g095047	
Cre02.g095138	
Cre02.g108800	DNJ26
Cre02.g091900	FAP301
Cre02.g118801	
Cre02.g108850	PRPL17
Cre02.g095076	MFT10
Cre02.g143507	
Cre02.g082000	AGE1
Cre02.g096650	
Cre02.g113200	GLN1
Cre02.g120050	
Cre02.g091250	
Cre02.g106200	
Cre02.g095054	
Cre02.g143200	TSA1
Cre02.g110200	THO1
Cre02.g095153	
Cre02.g141926	
Cre02.g141746	
Cre02.g078200	
Cre02.g141166	
Cre02.g143635	
Cre02.g099100	
Cre02.g110300	DNJ25
Cre02.g095085	
Cre02.g113250	
Cre02.g081650	
Cre02.g086800	
Cre02.g104000	
Cre02.g095067	
Cre02.g092350	CYP51G1
Cre02.g095055	
Cre02.g090276	
Cre02.g100876	CSB14
Cre02.g082877	
Cre02.g142286	
Cre02.g088600	ACLB1
Cre02.g085500	
Cre02.g116700	PTK11
Cre02.g087850	PTK19
Cre02.g089550	
Cre02.g101600	
Cre02.g103750	
Cre02.g095071	
Cre02.g091350	
Cre02.g141200	NIC2
Cre02.g111750	
Cre02.g076300	UROD2
Cre02.g095650	
Cre02.g075550	
Cre02.g082576	
Cre02.g097213	
Cre02.g104150	
Cre02.g145350	
Cre02.g102250	RPS3
Cre02.g106700	OPR4
Cre02.g078750	PUS3
Cre02.g076663	CSB12
Cre02.g079005	
Cre02.g110050	
Cre02.g115700	
Cre02.g087200	
Cre02.g113751	
Cre02.g141306	
Cre02.g107800	CNK9
Cre02.g078300	GPX1
Cre02.g112400	CHI1
Cre02.g117750	
Cre02.g095052	
Cre02.g095400	
Cre02.g084250	
Cre02.g142750	
Cre02.g086428	
Cre02.g108950	LF1
Cre02.g079004	
Cre02.g099200	
Cre02.g073600	
Cre02.g088900	PRPL1
Cre02.g084873	
Cre02.g095050	
Cre02.g075850	
Cre02.g094400	
Cre02.g085000	
Cre02.g096200	
Cre02.g095103	
Cre02.g142727	
Cre02.g078251	
Cre02.g114550	
Cre02.g111150	ELG26
Cre02.g095128	
Cre02.g146700	
Cre02.g095041	
Cre02.g105350	
Cre02.g115050	RSEP3
Cre02.g076150	
Cre02.g097400	EIF5A
Cre02.g095045	hlm15
Cre02.g096450	
Cre02.g098450	EIF2G
Cre02.g093051	
Cre02.g095140	
Cre02.g097550	
Cre02.g100050	PFH11
Cre02.g075150	RPB2
Cre02.g095108	
Cre02.g087500	
Cre02.g142566	
Cre02.g095063	
Cre02.g111426	
Cre02.g095062	
Cre02.g073650	PRP19
Cre02.g079250	
Cre02.g094551	
Cre02.g097950	
Cre02.g141706	
Cre02.g144007	
Cre02.g113600	
Cre02.g118950	PRPS17
Cre02.g095119	
Cre02.g112100	FAP101
Cre02.g117450	
Cre02.g082825	TSS1
Cre02.g089274	
Cre02.g144010	
Cre02.g103100	
Cre02.g077600	FAP51
Cre02.g113900	
Cre02.g101150	
Cre02.g105150	
Cre02.g097800	MRP1
Cre02.g142351	
Cre02.g142386	
Cre02.g143550	ELI4
Cre02.g076350	ATPVB
Cre02.g118700	
Cre02.g108700	
Cre02.g103784	
Cre02.g095149	FAP143
Cre02.g141066	
Cre02.g087700	APX1
Cre02.g083300	
Cre02.g143227	
Cre02.g089350	
Cre02.g095066	
Cre02.g146650	SSA11
Cre02.g143467	
Cre02.g141226	
Cre02.g095134	
Cre02.g105000	
Cre02.g089608	
Cre02.g096737	
Cre02.g103700	
Cre02.g109400	
Cre02.g142927	
Cre02.g083065	
Cre02.g142807	
Cre02.g113000	
Cre02.g145750	AOT2
Cre02.g095124	
Cre02.g134124	
Cre02.g142246	
Cre02.g144001	
Cre02.g095145	
Cre02.g095034	
Cre02.g145800	MDN3
Cre02.g084550	
Cre02.g141900	
Cre02.g143107	
Cre02.g141886	
Cre02.g142950	
Cre02.g142146	CGL102
Cre02.g106400	LCA1
Cre02.g080850	CYN47
Cre02.g084500	CGL134
Cre02.g119150	
Cre02.g093850	
Cre02.g090850	CLPB3
Cre02.g147500	
Cre02.g141086	
Cre02.g113050	
Cre02.g120350	
Cre02.g145150	MAM3A
Cre02.g104100	
Cre02.g095079	
Cre02.g081950	
Cre02.g116800	
Cre02.g147100	FAP265
Cre02.g090689	
Cre02.g105250	
Cre02.g091200	
Cre02.g117250	
Cre02.g085326	
Cre02.g092850	DLU1
Cre02.g088100	
Cre02.g114100	PDE22
Cre02.g079400	
Cre02.g078912	
Cre02.g142326	
Cre02.g081750	
Cre02.g079926	PHC64
Cre02.g102950	
Cre02.g115350	
Cre02.g099050	SRR30
Cre02.g082350	CUTA1
Cre02.g095087	
Cre02.g101800	
Cre02.g142086	
Cre02.g091650	
Cre02.g119900	CEP6
Cre02.g092076	
Cre02.g143650	
Cre02.g142466	
Cre02.g143307	CLPC1
Cre02.g074050	
Cre02.g106100	
Cre02.g095073	
Cre02.g093117	
Cre02.g141806	PTK16
Cre02.g092500	UPF1
Cre02.g083800	RHM2
Cre02.g090000	
Cre02.g074437	
Cre02.g073850	CGL54
Cre02.g078550	FAP210
Cre02.g083650	
Cre02.g089900	SCAMP5
Cre02.g141050	AGO1
Cre02.g103400	OPR118
Cre02.g146400	CSB2
Cre02.g088700	
Cre02.g082550	ZEP1
Cre02.g141826	
Cre02.g109716	
Cre02.g146629	
Cre02.g097450	
Cre02.g101700	
Cre02.g142867	
Cre02.g142206	
Cre02.g089700	
Cre02.g101750	
Cre02.g095550	
Cre02.g141701	
Cre02.g143207	
Cre02.g095084	
Cre02.g142650	
Cre02.g142352	
Cre02.g092200	
Cre02.g087450	
Cre02.g118650	PHC47
Cre02.g112950	
Cre02.g095064	
Cre02.g086650	SMC2
Cre02.g095081	
Cre02.g141246	
Cre02.g109501	
Cre02.g116950	HDA1
Cre02.g074370	
Cre02.g103850	HIS3
Cre02.g095150	
Cre02.g104250	
Cre02.g143151	
Cre02.g073500	FAP241
Cre02.g103650	
Cre02.g099750	
Cre02.g099500	
Cre02.g110350	
Cre02.g106150	CYN18-1
Cre02.g095117	
Cre02.g095114	
Cre02.g093600	TEH3
Cre02.g141986	
Cre02.g074700	
Cre02.g142687	FAP332
Cre02.g089500	
Cre02.g147700	
Cre02.g143450	
Cre02.g078650	
Cre02.g105500	AOD1
Cre02.g142987	
Cre02.g107850	MOB1
Cre02.g086350	
Cre02.g120250	STT7
Cre02.g078831	
Cre02.g085350	
Cre02.g089200	HLM4
Cre02.g091193	
Cre02.g085300	
Cre02.g096500	
Cre02.g088000	PHB1
Cre02.g141466	
Cre02.g141011	
Cre02.g079600	TSF2
Cre02.g146300	
Cre02.g110500	
Cre02.g083750	ROC75
Cre02.g079450	
Cre02.g117650	
Cre02.g093700	
Cre02.g087800	PTK10
Cre02.g144800	LCI8
Cre02.g143607	
Cre02.g099251	
Cre02.g085800	
Cre02.g083450	
Cre02.g095090	umm9
Cre02.g111014	
Cre02.g119250	
Cre02.g082200	HSK1
Cre02.g077700	
Cre02.g103200	
Cre02.g076466	
Cre02.g118151	
Cre02.g098850	NTR2
Cre02.g140981	
Cre02.g112000	AOT7
Cre02.g143667	PLPA9
Cre02.g143327	
Cre02.g075650	
Cre02.g116850	HLM6
Cre02.g087150	
Cre02.g095112	
Cre02.g093300	
Cre02.g144500	
Cre02.g078226	
Cre02.g096800	
Cre02.g115900	
Cre02.g094150	HKR2
Cre02.g092750	SSA18
Cre02.g095040	
Cre02.g095126	DPE2
Cre02.g141426	
Cre02.g118100	
Cre02.g145300	
Cre02.g095350	CGL116
Cre02.g091100	RPL15
Cre02.g108601	
Cre02.g143527	
Cre02.g095143	
Cre02.g112550	
Cre02.g108150	
Cre02.g141506	
Cre02.g104850	
Cre02.g110843	
Cre02.g074550	
Cre02.g074300	
Cre02.g143567	
Cre02.g094250	
Cre02.g094700	
Cre02.g090050	FAP170
Cre02.g142607	
Cre02.g095077	
Cre02.g107700	
Cre02.g143167	
Cre02.g080000	
Cre02.g114500	
Cre02.g085950	
Cre02.g076200	
Cre02.g100450	CYG20
Cre02.g097200	SRR14
Cre02.g143067	
Cre02.g095098	
Cre02.g095000	PLA2
Cre02.g115250	POC1
Cre02.g096900	TIE1
Cre02.g141150	
Cre02.g119751	
Cre02.g141546	
Cre02.g115550	
Cre02.g113350	
Cre02.g095101	
Cre02.g107350	DHC4
Cre02.g143427	
Cre02.g114750	
Cre02.g096000	
Cre02.g144606	
Cre02.g117900	HEL11
Cre02.g113700	
Cre02.g141646	
Cre02.g095109	
Cre02.g115600	MSC7
Cre02.g095300	
Cre02.g074950	
Cre02.g110600	DEG5
Cre02.g140921	
Cre02.g143900	
Cre02.g093150	
Cre02.g081250	
Cre02.g078000	
Cre02.g117175	
Cre02.g102000	ARL5
Cre02.g100750	
Cre02.g084950	GUK1
Cre02.g141866	
Cre02.g142586	
Cre02.g095092	PSY1
Cre02.g099850	PDC2
Cre02.g143027	
Cre02.g104650	
Cre02.g111450	TEF4
Cre02.g142426	
Cre02.g083550	
Cre02.g146950	DBR1
Cre02.g145902	
Cre02.g112200	
Cre02.g073350	
Cre02.g093550	CYG44
Cre02.g084176	
Cre02.g073400	
Cre02.g114400	LAS2
Cre02.g083050	
Cre02.g082750	PSBX
Cre02.g119550	NIP1
Cre02.g097900	AST3
Cre02.g076750	NUOAF1
Cre02.g117500	HXK1
Cre02.g078350	
Cre02.g098550	
Cre02.g141366	
Cre02.g142900	
Cre02.g110263	CSB15
Cre02.g144750	PTB4
Cre02.g076600	
Cre02.g079700	PYR2
Cre02.g117050	
Cre02.g142366	
Cre02.g099300	ANK21
Cre02.g077401	
Cre02.g111300	
Cre02.g073950	
Cre02.g074737	
Cre02.g102650	
Cre02.g104550	
Cre02.g109600	
Cre02.g142026	
Cre02.g103250	MRP5
Cre02.g142947	CSU1
Cre02.g105650	LPA2
Cre02.g078400	
Cre02.g098750	
Cre02.g075900	
Cre02.g095106	
Cre02.g084700	
Cre02.g097334	
Cre02.g101635	
Cre02.g078476	
Cre02.g075000	
Cre02.g095116	
Cre02.g109800	CPLD32
Cre02.g115100	
Cre02.g081600	PFH8
Cre02.g100800	
Cre02.g087324	
Cre02.g074150	COP5
Cre02.g147301	
Cre02.g109250	
Cre02.g141126	
Cre02.g073250	
Cre02.g083850	
Cre02.g127237	
Cre02.g145231	
Cre02.g095132	
Cre02.g112800	
Cre02.g102500	RAD51C
Cre02.g099601	
Cre02.g081450	CGL123
Cre02.g118250	SWB1
Cre02.g143850	
Cre02.g095069	prx
Cre02.g118500	COPB2
Cre02.g142647	
Cre02.g143487	
Cre02.g142601	
Cre02.g085701	
Cre02.g078777	PHC16
Cre02.g089100	COPD1
Cre02.g089000	
Cre02.g088400	DEG1A
Cre02.g142186	FTSZ2
Cre02.g090650	SEC20
Cre02.g083950	PSRP3
Cre02.g144250	CYP769A1
Cre02.g091567	
Cre02.g085550	
Cre02.g111000	RRA1
Cre02.g142605	
Cre02.g102900	
Cre02.g086550	CGL122
Cre02.g143600	FEE1
Cre02.g119450	
Cre02.g100500	CYG22
Cre02.g097000	DHP1
Cre02.g101300	
Cre02.g107150	
Cre02.g096150	MSD1
Cre02.g120100	RBCS1
Cre02.g119100	CER2
Cre02.g076550	
Cre02.g112266	
Cre02.g087050	
Cre02.g098950	SYP72
Cre02.g074850	
Cre02.g103950	MIA1
Cre02.g145500	PTK24
Cre02.g142046	
Cre02.g096100	
Cre02.g119350	
Cre02.g077100	GSH1
Cre02.g096250	FMO9
Cre02.g083354	
Cre02.g103550	EIF1A
Cre02.g091500	
Cre02.g085257	COP4
Cre02.g117676	
Cre02.g114850	
Cre02.g088300	CPK6
Cre02.g073800	
Cre02.g095096	
Cre02.g078100	EIF5B1
Cre02.g142066	
Cre02.g091000	
Cre02.g080700	BIP1
Cre02.g111900	
Cre02.g141586	
Cre02.g147800	SEC14
Cre02.g092451	
Cre02.g118400	
Cre02.g115200	RPL27A
Cre02.g098400	
Cre02.g095048	
Cre02.g141006	
Cre02.g105050	
Cre02.g143367	
Cre02.g075994	
Cre02.g102400	RPC1
Cre02.g116600	ELG23
Cre02.g104900	FAP204
Cre02.g076100	
Cre02.g073150	
Cre02.g079150	
Cre02.g090900	MCP9
Cre02.g084100	
Cre02.g110900	
Cre02.g110700	
Cre02.g097100	
Cre02.g113652	
Cre02.g086250	
Cre02.g102100	
Cre02.g087900	
Cre02.g095107	
Cre02.g142506	
Cre02.g082100	
Cre02.g142526	
Cre02.g118550	
Cre02.g108750	
Cre02.g107050	DHC5
Cre02.g089800	
Cre02.g095141	
Cre02.g081176	
Cre02.g112850	COQ6
Cre02.g076950	SUB4
Cre02.g141500	
Cre02.g113800	
Cre02.g092950	
Cre02.g117150	
Cre02.g142200	
Cre02.g095800	
Cre02.g111550	
Cre02.g090150	PAN3
Cre02.g079003	
Cre02.g098150	XYK1
Cre02.g095154	
Cre02.g141250	
Cre02.g119650	GNT3
Cre02.g114300	
Cre02.g101900	EXN6
Cre02.g082450	
Cre02.g116250	
Cre02.g118000	PHR2
Cre02.g141606	DHC9
Cre02.g115800	
Cre02.g112433	
Cre02.g142847	
Cre02.g081150	
Cre02.g095250	
Cre02.g143861	
Cre02.g080400	
Cre02.g076850	
Cre02.g117600	
Cre02.g106000	
Cre02.g098650	
Cre02.g074217	
Cre02.g077925	
Cre02.g082950	
Cre02.g119850	PDE9
Cre02.g143127	
Cre02.g095094	
Cre02.g107450	ATS2
Cre02.g095123	
Cre02.g146000	
Cre02.g116200	
Cre02.g143392	
Cre02.g098250	
Cre02.g141600	EBM3
Cre02.g114001	
Cre02.g095129	
Cre02.g080100	
Cre02.g108500	
Cre02.g142126	FAP115
Cre02.g114000	
Cre02.g076650	
Cre02.g086200	
Cre02.g099000	SYP71
Cre02.g078507	
Cre02.g113550	
Cre02.g077650	
Cre02.g143500	PDE28
Cre02.g141946	
Cre02.g147750	FAP209
Cre02.g113850	PBGD2
Cre02.g141950	MOT19
Cre02.g147450	
Cre02.g101400	CHC1
Cre02.g141566	
Cre02.g144009	
Cre02.g108650	
Cre02.g107750	PCD1
Cre02.g109366	
Cre02.g109900	
Cre02.g104050	
Cre02.g095086	
Cre02.g143801	
Cre02.g100566	
Cre02.g143000	PLSB1
Cre02.g086150	
Cre02.g144000	
Cre02.g143447	
Cre02.g115500	
Cre02.g106300	
Cre02.g104500	CDJ4
Cre02.g100000	RFA2
Cre02.g081350	
Cre02.g144050	ELG36
Cre02.g082150	
Cre02.g119201	
Cre02.g095035	
Cre02.g084400	PFH9
Cre02.g108100	
Cre02.g090200	
Cre02.g095046	
Cre02.g105287	
Cre02.g092150	CSL
Cre02.g089600	XPD2
Cre02.g085450	CPX1
Cre02.g080600	BIP2
Cre02.g147050	
Cre02.g103000	
Cre02.g114250	MEN2
Cre02.g077300	NOP1
Cre02.g113150	
Cre02.g101500	MRS1
Cre02.g142150	
Cre02.g092550	TPR1
Cre02.g104876	
Cre02.g081900	
Cre02.g094801	
Cre02.g084000	
Cre02.g101950	
Cre02.g141186	
Cre02.g116000	
Cre02.g111800	
Cre02.g106550	
Cre02.g092050	MCP6
Cre02.g087950	TSM1
Cre02.g095068	
Cre02.g142306	
Cre02.g120301	SELH
Cre02.g116650	
Cre02.g098700	
Cre02.g095151	
Cre02.g075700	RPL19
Cre02.g142800	TRXz
Cre02.g085900	IPP1
Cre02.g088651	
Cre02.g095137	PFR1
Cre02.g096601	
Cre02.g104600	
Cre02.g095093	
Cre02.g120001	
Cre02.g145133	
Cre02.g142967	
Cre02.g141726	
Cre02.g095072	FAP144
Cre02.g100850	
Cre02.g119950	
Cre02.g078150	
Cre02.g079800	ASA6
Cre02.g081700	PHC66
Cre02.g142827	
Cre02.g095152	
Cre02.g105300	FAP231
Cre02.g074400	
Cre02.g118050	CYCU1
Cre02.g094500	
Cre02.g102200	
Cre02.g099150	SNAPA1
Cre02.g117700	
Cre02.g095037	
Cre02.g115650	FBA4
Cre02.g074474	
Cre02.g104201	
Cre02.g141000	DCL1
Cre02.g095095	PHC12
Cre02.g091400	CLPB2
Cre02.g099350	SRR8
Cre02.g074100	
Cre02.g079650	
Cre02.g090350	
Cre02.g097250	
Cre02.g097600	
Cre02.g095118	
Cre02.g074626	CSB11
Cre02.g095200	
Cre02.g145050	CMK1
Cre02.g108400	DAD1
Cre02.g099650	
Cre02.g084850	
Cre02.g141626	
Cre02.g096400	
Cre02.g095121	PUS9
Cre02.g080250	YGG1
Cre02.g095139	
Cre02.g114650	
Cre02.g087750	
Cre02.g095061	
Cre02.g079050	DGTT5
Cre02.g109550	HSD1
Cre02.g107256	
Cre02.g075200	
Cre02.g111700	EFH1
Cre02.g112500	
Cre02.g095900	ROC114
Cre02.g095104	
Cre02.g083350	
Cre02.g078939	
Cre02.g081800	
Cre02.g142050	
Cre02.g144300	
Cre02.g077976	
Cre02.g145452	
Cre02.g143800	
Cre02.g087000	
Cre02.g087666	
Cre02.g112750	
Cre02.g075800	
Cre02.g077150	CPLD14
Cre02.g147350	
Cre02.g115000	
Cre02.g088950	
Cre02.g145600	
Cre02.g073700	UROD3
Cre02.g085050	
Cre02.g143352	
Cre02.g109683	
Cre02.g089400	HRP2
Cre02.g098000	EBM2
Cre02.g077850	FAP212
Cre02.g141350	DRC10
Cre02.g146750	
Cre02.g109333	
Cre02.g095125	
Cre02.g144605	
Cre02.g110800	NRT2.6
Cre02.g141206	
Cre02.g088450	CPLD29
Cre02.g145700	AOT1
Cre02.g141800	
Cre02.g080500	
Cre02.g095044	
Cre02.g112650	
Cre02.g111108	
Cre02.g142850	SMP11
Cre02.g107950	
Cre02.g112366	
Cre02.g107550	
Cre02.g095127	
Cre02.g089311	
Cre02.g098500	
Cre02.g084800	SPO11A
Cre02.g143087	
Cre02.g094050	PIGO
Cre02.g142747	
Cre02.g118900	MYG1
Cre02.g082700	COX15
Cre02.g109100	PDE23
Cre02.g074000	POC18
Cre02.g095058	
Cre02.g116350	
Cre02.g100200	NUOP3
Cre02.g092900	GUA1
Cre02.g096700	
Cre02.g095148	
Cre02.g100950	
Cre02.g085750	
Cre02.g106900	
Cre02.g143050	RPP2
Cre02.g105026	
Cre02.g089650	
Cre02.g091850	
Cre02.g141046	
Cre02.g077800	FAP310
Cre02.g095113	TFC-E
Cre02.g095059	
Cre02.g099900	
Cre02.g090700	MAPKKK8
Cre02.g147150	
Cre02.g077451	
Cre02.g141550	
Cre02.g119526	
Cre02.g147850	HSLU2
Cre02.g143400	PDE27
Cre02.g144006	
Cre02.g120200	
Cre02.g108550	AOC3
Cre02.g147550	
Cre02.g142266	
Cre02.g086076	PUS4
Cre02.g101100	
Cre02.g146200	
Cre02.g100900	
Cre02.g080800	
Cre02.g109150	
Cre02.g141906	
Cre02.g108200	CGL80
Cre02.g106350	CGL68
Cre02.g109200	
Cre02.g075400	
Cre02.g117300	MRPL45
Cre02.g144002	PUS20
Cre02.g142106	
Cre02.g143407	
Cre02.g093800	NRX3
Cre02.g090750	
Cre02.g093350	
Cre02.g106250	LAL2
Cre02.g078885	
Cre02.g084450	PFH10
Cre02.g095075	
Cre02.g095082	
Cre02.g098050	
Cre02.g142346	
Cre02.g088151	
Cre02.g142907	
Cre02.g113300	OPR6
Cre02.g143587	
Cre02.g111400	
Cre02.g141100	CPL23
Cre02.g081050	FAP24
Cre02.g104400	
Cre02.g114150	
Cre02.g103350	
Cre02.g082050	
Cre02.g099055	
Cre02.g146550	
Cre02.g141786	PDE25
Cre02.g110100	MLO1
Cre02.g109000	
Cre02.g118750	
Cre02.g095088	
Cre02.g143287	
Cre02.g089950	IFT20
Cre02.g076700	
Cre02.g091700	RIB72
Cre02.g083700	LSP1
Cre02.g082300	SUR6
Cre02.g115400	
Cre02.g083273	
Cre02.g091226	
Cre02.g073826	
Cre02.g113100	
Cre02.g103770	
Cre02.g094900	
Cre02.g093084	
Cre02.g102551	CSV1
Cre02.g110550	
Cre02.g114575	
Cre02.g097221	
Cre02.g113752	
Cre02.g075050	PTA1
Cre02.g112300	MOT15
Cre02.g144400	MRPS12
Cre02.g095074	VPS11
Cre02.g101850	
Cre02.g094350	
Cre02.g087600	
Cre02.g115508	
Cre02.g088850	RFS2
Cre02.g110250	PCD2
Cre02.g106650	
Cre02.g104725	
Cre02.g087300	
Cre02.g086700	COG7
Cre02.g141486	
Cre02.g078950	MMP17
Cre02.g084300	COQ5
Cre02.g076433	
Cre02.g145628	
Cre02.g116450	RPE2
Cre02.g080900	PRX4
Cre02.g107300	DPS1
Cre02.g086850	
Cre02.g095450	FKB16-6
Cre02.g106450	
Cre02.g110000	
Cre02.g105800	
Cre02.g075500	
Cre02.g076250	EFG1
Cre02.g103050	
Cre02.g084900	
Cre02.g095111	VSR1
Cre02.g095053	
Cre02.g112050	
Cre02.g108900	CAM6
Cre02.g145451	
Cre02.g091950	CYG45
Cre02.g141406	
Cre02.g111200	
Cre02.g105950	FAP174
Cre02.g105750	
Cre02.g119000	PEX19
Cre02.g073550	
Cre02.g104300	
Cre02.g082500	PSAN
Cre02.g144650	PTB12
Cre02.g141106	
Cre02.g147600	
Cre02.g086456	
Cre02.g142700	
Cre02.g095102	VPS5C
Cre02.g095042	
Cre02.g097500	
Cre02.g090500	HEL10
Cre02.g084600	
Cre02.g095080	
Cre02.g087551	
Cre02.g113450	
Cre02.g096455	
Cre02.g115583	
Cre02.g141686	
Cre02.g095133	
Cre02.g103426	
Cre02.g141005	
Cre02.g082600	
Cre02.g144900	MPA4
Cre02.g109750	
Cre02.g087250	
Cre02.g095032	
Cre02.g143047	
Cre02.g077550	PHC62
Cre02.g080350	
Cre02.g083100	PRL1
Cre02.g142707	
Cre02.g118350	MFT14
Cre02.g105200	
Cre02.g075100	TPR3
Cre02.g142667	
Cre02.g117400	
Cre02.g093950	
Cre02.g095039	
Cre02.g090451	
Cre02.g117000	CYG21
Cre02.g108300	
Cre02.g086750	
Cre02.g100350	
Cre02.g095136	
Cre02.g094600	
Cre02.g076400	VPS25
Cre02.g079351	
Cre02.g079850	POLK1
Cre02.g096750	
Cre02.g104750	
Cre02.g144450	FAP1
Cre02.g101200	
Cre02.g142446	
Cre02.g119700	
Cre02.g080050	
Cre02.g088200	RB60
Cre02.g143350	PDE6
Cre02.g091150	SEC24A
